ID,English,Bodo,Mizo,Category
3418,trainer,प्रशिक्षक,trainer,Occupations
3419,whistle,सीटी,whistle,Objects
3420,stopwatch,स्टॉपवॉच,stopwatch,Objects
3421,team captain,दल कप्तान,team captain,Sports
3422,scoreboard,स्कोरबोर्ड,scoreboard,Sports
3423,auditorium,सभागार,auditorium,Places
3424,stage,मंच,stage,Objects
3425,mic,माइक,mic,Objects
3426,spotlight,स्पॉटलाइट,spotlight,Objects
3427,curtain,पर्दा,curtain,Objects
3428,sound system,ध्वनि प्रणाली,sound system,Objects
3429,projector,प्रोजेक्टर,projector,Objects
3430,smartboard,स्मार्टबोर्ड,smartboard,Objects
3431,wifi router,वाईफाई राउटर,wifi router,Computer
3432,air conditioner,एयर कंडीशनर,air conditioner,Objects
3433,fan,पंखा,fan,Objects
3434,light,प्रकाश,light,Objects
3435,switch,स्विच,switch,Objects
3436,plug,प्लग,plug,Objects
3437,socket,सॉकेट,socket,Objects
3438,power cut,बिजली कटौती,power cut,Events
3439,generator,जनरेटर,generator,Objects
3440,inverter,इनवर्टर,inverter,Objects
3441,Aarav,आरव,Aarav,Person Names
3442,Advait,अद्वैत,Advait,Person Names
3443,Akhil,अखिल,Akhil,Person Names
3444,Amit,अमित,Amit,Person Names
3445,Amar,अमर,Amar,Person Names
3446,Anand,आनंद,Anand,Person Names
3447,Aniket,अनिकेत,Aniket,Person Names
3448,Arjun,अर्जुन,Arjun,Person Names
3449,Aryan,आर्यन,Aryan,Person Names
3450,Ashok,अशोक,Ashok,Person Names
3451,Bala,बाला,Bala,Person Names
3452,Bharath,भरत,Bharath,Person Names
3453,Bhavesh,भवेश,Bhavesh,Person Names
3454,Charan,चरण,Charan,Person Names
3455,Chaitanya,चैतन्य,Chaitanya,Person Names
3456,Daksh,दक्ष,Daksh,Person Names
3457,Darshan,दर्शन,Darshan,Person Names
3458,Deepak,दीपक,Deepak,Person Names
3459,Dev,देव,Dev,Person Names
3460,Dhanush,धनुष,Dhanush,Person Names
3461,Dinesh,दिनेश,Dinesh,Person Names
3462,Durga Prasad,दुर्गा प्रसाद,Durga Prasad,Person Names
3463,Gaurav,गौरव,Gaurav,Person Names
3464,Ganesh,गणेश,Ganesh,Person Names
3465,Girish,गिरीश,Girish,Person Names
3466,Govind,गोविंद,Govind,Person Names
3467,Harish,हरीश,Harish,Person Names
3468,Harsha,हर्ष,Harsha,Person Names
3469,Hemant,हेमंत,Hemant,Person Names
3470,Ishan,ईशान,Ishan,Person Names
3471,Jatin,जतिन,Jatin,Person Names
3472,Jay,जय,Jay,Person Names
3473,Jeevan,जीवन,Jeevan,Person Names
3474,Jitendra,जितेंद्र,Jitendra,Person Names
3475,Kamal,कमल,Kamal,Person Names
3476,Karan,करण,Karan,Person Names
3477,Karthik,कार्तिक,Karthik,Person Names
3478,Keshav,केशव,Keshav,Person Names
3479,Kiran,किरण,Kiran,Person Names
3480,Krishna,कृष्ण,Krishna,Person Names
3481,Lakshman,लक्ष्मण,Lakshman,Person Names
3482,Lohith,लोहित,Lohith,Person Names
3483,Mahesh,महेश,Mahesh,Person Names
3484,Manoj,मनोज,Manoj,Person Names
3485,Mayur,मयूर,Mayur,Person Names
3486,Mohan,मोहन,Mohan,Person Names
3487,Mukesh,मुकेश,Mukesh,Person Names
3488,Naveen,नवीन,Naveen,Person Names
3489,Narendra,नरेंद्र,Narendra,Person Names
3490,Nikhil,निखिल,Nikhil,Person Names
3491,Niranjan,निरंजन,Niranjan,Person Names
3492,Omkar,ओमकार,Omkar,Person Names
3493,Pankaj,पंकज,Pankaj,Person Names
3494,Pavan,पवन,Pavan,Person Names
3495,Pradeep,प्रदीप,Pradeep,Person Names
3496,Prakash,प्रकाश,Prakash,Person Names
3497,Pranav,प्रणव,Pranav,Person Names
3498,Pratap,प्रताप,Pratap,Person Names
3499,Prem,प्रेम,Prem,Person Names
3500,Rahul,राहुल,Rahul,Person Names
3501,Raj,राज,Raj,Person Names
3502,Raja,राजा,Raja,Person Names
3503,Rajesh,राजेश,Rajesh,Person Names
3504,Rakesh,राकेश,Rakesh,Person Names
3505,Ram,राम,Ram,Person Names
3506,Ravi,रवि,Ravi,Person Names
3507,Rohit,रोहित,Rohit,Person Names
3508,Sachin,सचिन,Sachin,Person Names
3509,Sagar,सागर,Sagar,Person Names
3510,Sai,साई,Sai,Person Names
3511,Sandeep,संदीप,Sandeep,Person Names
3512,Santhosh,संतोष,Santhosh,Person Names
3513,Sarath,सारथ,Sarath,Person Names
3514,Satish,सतीश,Satish,Person Names
3515,Saurabh,सौरभ,Saurabh,Person Names
3516,Shankar,शंकर,Shankar,Person Names
3517,Shashank,शशांक,Shashank,Person Names
3518,Shiva,शिव,Shiva,Person Names
3519,Siddharth,सिद्धार्थ,Siddharth,Person Names
3520,Sooraj,सूरज,Sooraj,Person Names
3521,Subhash,सुभाष,Subhash,Person Names
3522,Sudeep,सुदीप,Sudeep,Person Names
3523,Suhas,सुहास,Suhas,Person Names
3524,Suraj,सुराज,Suraj,Person Names
3525,Surya,सूर्य,Surya,Person Names
3526,Tarun,तारुण,Tarun,Person Names
3527,Teja,तेज,Teja,Person Names
3528,Uday,उदय,Uday,Person Names
3529,Umesh,उमेश,Umesh,Person Names
3530,Varun,वरुण,Varun,Person Names
3531,Venkatesh,वेंकटेश,Venkatesh,Person Names
3532,Vignesh,विग्नेश,Vignesh,Person Names
3533,Vikas,विकास,Vikas,Person Names
3534,Vijay,विजय,Vijay,Person Names
3535,Vimal,विमल,Vimal,Person Names
3536,Vinay,विनय,Vinay,Person Names
3537,Vinit,विनीत,Vinit,Person Names
3538,Vishal,विशाल,Vishal,Person Names
3539,Vivek,विवेक,Vivek,Person Names
3540,Yogesh,योगेश,Yogesh,Person Names
3541,Aadhya,आध्या,Aadhya,Person Names
3542,Aarohi,आरोही,Aarohi,Person Names
3543,Aarti,आरती,Aarti,Person Names
3544,Aishwarya,ऐश्वर्या,Aishwarya,Person Names
3545,Akshara,अक्षरा,Akshara,Person Names
3546,Ananya,अनन्या,Ananya,Person Names
3547,Anjali,अंजली,Anjali,Person Names
3548,Anitha,अनिता,Anitha,Person Names
3549,Anushka,अनुष्का,Anushka,Person Names
3550,Aparna,अपर्णा,Aparna,Person Names
3551,Archana,अर्चना,Archana,Person Names
3552,Arpita,अर्पिता,Arpita,Person Names
3553,Bhavani,भवानी,Bhavani,Person Names
3554,Bhuvana,भुवना,Bhuvana,Person Names
3555,Charitha,चरिता,Charitha,Person Names
3556,Chandana,चंदना,Chandana,Person Names
3557,Deepika,दीपिका,Deepika,Person Names
3558,Deeksha,दीक्षा,Deeksha,Person Names
3559,Divya,दिव्य,Divya,Person Names
3560,Durga,दुर्गा,Durga,Person Names
3561,Eesha,ईशा,Eesha,Person Names
3562,Gauri,गौरी,Gauri,Person Names
3563,Gayathri,गायत्री,Gayathri,Person Names
3564,Greeshma,ग्रीष्मा,Greeshma,Person Names
3565,Harini,हरिणी,Harini,Person Names
3566,Hema,हेमा,Hema,Person Names
3567,Indira,इंदिरा,Indira,Person Names
3568,Ira,इरा,Ira,Person Names
3569,Ishika,ईशिका,Ishika,Person Names
3570,Jahnavi,जाह्नवी,Jahnavi,Person Names
3571,Janani,जननी,Janani,Person Names
3572,Jaya,जया,Jaya,Person Names
3573,Jayashree,जयश्री,Jayashree,Person Names
3574,Jyothi,ज्योति,Jyothi,Person Names
3575,Kajal,काजल,Kajal,Person Names
3576,Kalyani,कल्याणी,Kalyani,Person Names
3577,Kamala,कमला,Kamala,Person Names
3578,Kamalini,कामलिनी,Kamalini,Person Names
3579,Kavitha,कविता,Kavitha,Person Names
3580,Keerthi,कीर्ति,Keerthi,Person Names
3581,Kritika,कृतिका,Kritika,Person Names
3582,Lakshmi,लक्ष्मी,Lakshmi,Person Names
3583,Lavanya,लवण्य,Lavanya,Person Names
3584,Leela,लीला,Leela,Person Names
3585,Madhavi,मधावी,Madhavi,Person Names
3586,Madhu,मधु,Madhu,Person Names
3587,Mahima,महिमा,Mahima,Person Names
3588,Malini,मालिनी,Malini,Person Names
3589,Manisha,मनीषा,Manisha,Person Names
3590,Meena,मीना,Meena,Person Names
3591,Meenakshi,मीनाक्षी,Meenakshi,Person Names
3592,Mounika,मौनिका,Mounika,Person Names
3593,Mythri,मित्री,Mythri,Person Names
3594,Nalini,नलिनी,Nalini,Person Names
3595,Namitha,नमिता,Namitha,Person Names
3596,Nandini,नंदिनी,Nandini,Person Names
3597,Neelima,नीलिमा,Neelima,Person Names
3598,Neha,नेहा,Neha,Person Names
3599,Niharika,निहारिका,Niharika,Person Names
3600,Nikki,निक्की,Nikki,Person Names
3601,Pallavi,पल्लवी,Pallavi,Person Names
3602,Pooja,पूजा,Pooja,Person Names
3603,Poorna,पूर्णा,Poorna,Person Names
3604,Pranitha,प्रणिता,Pranitha,Person Names
3605,Prathyusha,प्रत्यूषा,Prathyusha,Person Names
3606,Preethi,प्रीति,Preethi,Person Names
3607,Priya,प्रिया,Priya,Person Names
3608,Radha,राधा,Radha,Person Names
3609,Rajani,रजनी,Rajani,Person Names
3610,Ramya,रम्या,Ramya,Person Names
3611,Rekha,रेखा,Rekha,Person Names
3612,Renuka,रेणुका,Renuka,Person Names
3613,Renu,रेणु,Renu,Person Names
3614,Rhea,रिया,Rhea,Person Names
3615,Rithika,रितिका,Rithika,Person Names
3616,Sahana,सहना,Sahana,Person Names
3617,Sai Lakshmi,साई लक्ष्मी,Sai Lakshmi,Person Names
3618,Sandhya,संध्या,Sandhya,Person Names
3619,Sanjana,संजना,Sanjana,Person Names
3620,Sapna,सपना,Sapna,Person Names
3621,Saranya,सारण्य,Saranya,Person Names
3622,Sarita,सरिता,Sarita,Person Names
3623,Seema,सीमा,Seema,Person Names
3624,Shalini,शालिनी,Shalini,Person Names
3625,Shanthi,शांति,Shanthi,Person Names
3626,Sharmila,शर्मिला,Sharmila,Person Names
3627,Sheetal,शीतल,Sheetal,Person Names
3628,Shilpa,शिल्पा,Shilpa,Person Names
3629,Shravani,श्रवणी,Shravani,Person Names
3630,Shruthi,श्रुति,Shruthi,Person Names
3631,Shweta,श्वेता,Shweta,Person Names
3632,Sindhu,सिंधु,Sindhu,Person Names
3633,Siri,सीरी,Siri,Person Names
3634,Sita,सीता,Sita,Person Names
3635,Smitha,स्मिता,Smitha,Person Names
3636,Sneha,स्नेहा,Sneha,Person Names
3637,Soumya,सौम्य,Soumya,Person Names
3638,Sravani,श्रवणी,Sravani,Person Names
3639,Sridevi,श्रीदेवी,Sridevi,Person Names
3640,Srinidhi,श्रीनिधि,Srinidhi,Person Names
